name,lat,lng,sector_label
Ecclesia College,36.2141,-94.236643,Private
Eckerd College,27.718996,-82.685992,Private
ECPI University,36.842533,-76.178775,For-Profit
Ecumenical Theological Seminary,42.34395,-83.055551,Private
Eden Theological Seminary,38.592307,-90.345605,Private
Edgewood College,43.058727,-89.422122,Private
Edinboro University of Pennsylvania,41.869978,-80.126363,Public
Edward Via College of Osteopathic Medicine,37.199666,-80.406021,Private
Edward Waters College,30.34513,-81.684817,Private
Elizabeth City State University,36.277978,-76.214041,Public
Elizabethtown College,40.149236,-76.593224,Private
Elizabethtown College School of Continuing and Professional Studies,40.149236,-76.593224,Private
Elmezzi Graduate School of Molecular Medicine,40.775582,-73.702257,Private
Elmhurst College,41.899215,-87.946096,Private
Elmira College,42.0961,-76.813459,Private
Elon University,36.104149,-79.505632,Private
Embry-Riddle Aeronautical University-Daytona Beach,29.189244,-81.0495,Private
Embry-Riddle Aeronautical University-Prescott,34.616766,-112.449741,Private
Embry-Riddle Aeronautical University-Worldwide,29.18927,-81.04951,Private
Emerson College,42.352202,-71.065384,Private
Emmanuel College,34.282617,-83.146825,Private
Emmanuel College,42.340602,-71.103634,Private
Emmaus Bible College,42.509041,-90.705921,Private
Emory & Henry College,36.772543,-81.831737,Private
Emory University,33.790183,-84.325512,Private
Emperor's College of Traditional Oriental Medicine,34.0303,-118.4847,For-Profit
Empire College,38.467789,-122.728642,For-Profit
Emporia State University,38.414784,-96.179021,Public
Endicott College,42.554177,-70.840729,Private
Epic Bible College,38.645152,-121.362642,Private
Episcopal Divinity School,42.376558,-71.125518,Private
Episcopal Theological Seminary of the Southwest,30.293097,-97.73266,Private
Erikson Institute,41.890279,-87.632238,Private
Erskine College,34.330674,-82.390797,Private
Eureka College,40.713042,-89.268952,Private
Evangel University,37.220956,-93.262614,Private
Evangelical Theological Seminary,40.372981,-76.306252,Private
Everest College-Springfield,37.18165,-93.304743,Private
Everest University-Brandon,27.980447,-82.35034,Private
Everest University-Jacksonville,30.219885,-81.586366,Private
Everest University-Lakeland,28.052908,-81.945888,Private
Everest University-Largo,27.915296,-82.775886,Private
Everest University-Melbourne,28.12319,-80.657283,Private
Everest University-North Orlando,28.610884,-81.387438,Private
Everest University-Orange Park,30.188758,-81.706674,Private
Everest University-Pompano Beach,26.234119,-80.103598,Private
Everest University-South Orlando,28.434702,-81.426942,Private
Everest University-Tampa,27.996582,-82.497616,Private
Everglades University,26.391218,-80.108331,Private
Excelsior College,42.704887,-73.862204,Private
Fairfield University,41.160732,-73.25778,Private
Fairleigh Dickinson University-Florham Campus,40.777364,-74.435359,Private
Fairleigh Dickinson University-Metropolitan Campus,40.896162,-74.030023,Private
Fairmont State University,39.485925,-80.161844,Public
Faith Baptist Bible College and Theological Seminary,41.736338,-93.624208,Private
Faith International University,47.280177,-122.515945,Private
Faith Theological Seminary,39.371639,-76.605906,Private
Family of Faith Christian University,35.462234,-96.901413,Private
Farmingdale State College,40.754224,-73.42832,Public
Fashion Institute of Technology,40.74731,-73.994781,Public
Faulkner University,32.384181,-86.21641,Private
Fayetteville State University,35.073641,-78.891696,Public
Feather River Community College District,39.952395,-120.970877,Public
Felician University,40.867272,-74.096452,Private
Ferris State University,43.687464,-85.483509,Public
Ferrum College,36.926648,-80.020864,Private
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,34.044209,-118.25993,For-Profit
FIDM-Fashion Institute of Design & Merchandising-San Francisco,37.786324,-122.406503,For-Profit
Fielding Graduate University,34.42941,-119.717161,Private
Finlandia University,47.12709,-88.589392,Private
Fisher College,42.355253,-71.074125,Private
Fisk University,36.16912,-86.805671,Private
Fitchburg State University,42.589345,-71.789354,Public
Five Branches University,36.964133,-121.998478,For-Profit
Five Towns College,40.793327,-73.369968,For-Profit
Flagler College-St Augustine,29.892733,-81.314887,Private
Flagler College-Tallahassee,30.444664,-84.341098,Private
Florida Agricultural and Mechanical University,30.428504,-84.290226,Public
Florida Atlantic University,26.372421,-80.102978,Public
Florida Coastal School of Law,30.232676,-81.580093,For-Profit
Florida College,28.034911,-82.383446,Private
Florida College of Integrative Medicine,28.46359,-81.401757,For-Profit
Florida Gateway College,30.175298,-82.5679,Public
Florida Gulf Coast University,26.464262,-81.773578,Public
Florida Institute of Technology,28.064503,-80.624628,Private
Florida Institute of Technology-Online,28.065754,-80.624378,Private
Florida International University,25.757111,-80.377591,Public
Florida Memorial University,25.917854,-80.270672,Private
Florida National University-Main Campus,25.86178,-80.321846,For-Profit
Florida Polytechnic University,28.150149,-81.845995,Public
Florida Southern College,28.031507,-81.945791,Private
Florida SouthWestern State College,26.554737,-81.887375,Public
Florida State College at Jacksonville,30.334918,-81.659901,Public
Florida State University,30.440756,-84.291921,Public
Florida Technical College,28.57316,-81.196091,For-Profit
Fontbonne University,38.642697,-90.315712,Private
Foothill College,37.361655,-122.127964,Public
Fordham University,40.859354,-73.882705,Private
Fort Hays State University,38.872436,-99.340493,Public
Fort Lewis College,37.275428,-107.867003,Public
Fort Valley State University,32.538163,-83.895548,Public
Fountainhead College of Technology,36.03024,-83.920631,For-Profit
Framingham State University,42.297289,-71.437175,Public
Francis Marion University,34.192277,-79.655515,Public
Franciscan School of Theology,33.232416,-117.320066,Private
Franciscan University of Steubenville,40.376086,-80.623094,Private
Frank Lloyd Wright School of Architecture,33.60205,-111.843211,Private
Franklin and Marshall College,40.048045,-76.319037,Private
Franklin College,39.478298,-86.047182,Private
Franklin Pierce University,42.78014,-72.058011,Private
Franklin University,39.958402,-82.991825,Private
Franklin W Olin College of Engineering,42.292842,-71.264047,Private
Freed-Hardeman University,35.440073,-88.639418,Private
Fremont College,33.867773,-118.098316,For-Profit
Fresno Pacific University,36.725279,-119.731953,Private
Friends University,37.678495,-97.366666,Private
Frontier Nursing University,37.16363,-83.376447,Private
Frostburg State University,39.651509,-78.933871,Public
Full Sail University,28.596546,-81.301286,For-Profit
Fuller Theological Seminary in California,34.14778,-118.140261,Private
Furman University,34.924676,-82.440458,Private
Future Generations Graduate School,38.70907,-79.405423,Private
Galen College of Nursing-Louisville,38.27732,-85.697564,For-Profit
Gallaudet University,38.907371,-76.993675,Private
Gannon University,42.128403,-80.087166,Private
Gardner-Webb University,35.24732,-81.668141,Private
Garrett-Evangelical Theological Seminary,42.053318,-87.676721,Private
Gemini School of Visual Arts & Communication,30.50916,-97.846021,For-Profit
Geneva College,40.772518,-80.321826,Private
George Fox University,45.30399,-122.968394,Private
George Mason University,38.83088,-77.30794,Public
George Washington University,38.89865,-77.047871,Private
Georgetown College,38.207934,-84.554583,Private
Georgetown University,38.908809,-77.073463,Private
Georgia Christian University,33.9284,-84.268101,Private
Georgia College and State University,33.082787,-83.231962,Public
Georgia Gwinnett College,33.979915,-84.001135,Public
Georgia Highlands College,34.169791,-85.207356,Public
Georgia Institute of Technology-Main Campus,33.77242,-84.394832,Public
Georgia Military College,33.07865,-83.224401,Public
Georgia Southern University,32.428808,-81.782232,Public
Georgia Southwestern State University,32.054662,-84.217738,Public
Georgia State University,33.7527,-84.38667,Public
Georgian Court University,40.098706,-74.22622,Private
Gettysburg College,39.836091,-77.234982,Private
Glenville State College,38.935341,-80.833597,Public
Global Health College,38.813307,-77.138466,For-Profit
Globe Institute of Technology,40.752531,-73.989878,For-Profit
Globe University-Appleton,44.263005,-88.483003,For-Profit
Globe University-Eau Claire,44.768275,-91.42789,For-Profit
Globe University-La Crosse,43.87803,-91.19182,For-Profit
Globe University-Madison East,43.14519,-89.298391,For-Profit
Globe University-Minneapolis,44.975817,-93.272232,For-Profit
Globe University-Sioux Falls,43.498932,-96.786599,For-Profit
Globe University-Woodbury,44.946656,-92.941145,For-Profit
Globe University–Green Bay,44.455366,-87.997946,For-Profit
Globe University–Madison West,43.087694,-89.527203,For-Profit
Globe University–Wausau,44.864723,-89.63669,For-Profit
Goddard College,44.27912,-72.437252,Private
Gods Bible School and College,39.115484,-84.506036,Private
Golden Gate University-San Francisco,37.789208,-122.398785,Private
Goldey-Beacom College,39.742464,-75.694018,Private
Gonzaga University,47.668144,-117.403062,Private
Good Samaritan College of Nursing and Health Science,39.140162,-84.523399,Private
Goodwin College,41.742977,-72.64032,Private
Gordon College,42.588173,-70.819133,Private
Gordon State College,33.045208,-84.152548,Public
Gordon-Conwell Theological Seminary,42.613475,-70.846386999999993,Private
Goshen College,41.564254,-85.826766,Private
Goucher College,39.410175,-76.594843,Private
Governors State University,41.448603,-87.717012,Public
Grace Bible College,42.919541,-85.692077,Private
Grace College and Theological Seminary,41.226473,-85.813931,Private
Grace College of Divinity,35.058616,-78.961305,Private
Grace Mission University,33.867663,-117.958208,Private
Grace School of Theology,30.20579,-95.472351,Private
Grace University,41.244723,-95.92789,Private
Graceland University-Lamoni,40.615966,-93.924893,Private
Graduate Theological Union,37.87554,-122.261847,Private
Grambling State University,32.522702,-92.717367,Public
Grand Canyon University,33.512172,-112.129917,For-Profit
Grand Valley State University,42.965208,-85.887519,Public
Grand View University,41.620813,-93.604352,Private
Granite State College,43.19291,-71.527241,Public
Grantham University,38.92258,-94.771491,For-Profit
Gratz College,40.067206,-75.133915,Private
Grays Harbor College,46.953411,-123.802931,Public
Great Basin College,40.84242,-115.76733,Public
Great Lakes Christian College,42.754249,-84.638714,Private
Green Mountain College,43.517134,-73.241107,Private
Green River College,47.312277,-122.178175,Public
Greensboro College,36.071082,-79.800232,Private
Greenville College,38.894751,-89.409178,Private
Grinnell College,41.747048,-92.721246,Private
Grove City College,41.1558,-80.081481,Private
Guilford College,36.094233,-79.887737,Private
Gulf Coast State College,30.185542,-85.727918,Public
Gurnick Academy of Medical Arts,37.547377,-122.307618,For-Profit
Gustavus Adolphus College,44.324968,-93.971928,Private
Gwynedd Mercy University,40.202804,-75.236601,Private
Hallmark University,29.538447,-98.568626,Private
Hamilton College,43.050245,-75.408195,Private
Hamilton Technical College,41.573888,-90.560088,For-Profit
Hamline University,44.965696,-93.163983,Private
Hampden-Sydney College,37.240615,-78.464216,Private
Hampshire College,42.325852,-72.531469,Private
Hampton University,37.019944,-76.339161,Private
Hannibal-LaGrange University,39.730785,-91.391423,Private
Hanover College,38.71398,-85.460361,Private
Hardin-Simmons University,32.476434,-99.73564,Private
Harding University,35.247337,-91.726041,Private
Harrington College of Design,41.87446,-87.624441,For-Profit
Harris-Stowe State University,38.631744,-90.224288,Public
Harrisburg University of Science and Technology,40.261303,-76.8808,Private
Harrison College-Grove City,39.88221,-83.04592,For-Profit
Harrison College-Indianapolis,39.766871,-86.147857,For-Profit
Hartford Seminary,41.769861,-72.707766,Private
Hartwick College,42.457599,-75.071994,Private
Harvard University,42.374471,-71.118313,Private
Harvey Mudd College,34.106137,-117.710594,Private
Haskell Indian Nations University,38.937786,-95.232513,Public
Hastings College,40.590448,-98.373641,Private
Haverford College,40.007452,-75.305207,Private
Hawaii Pacific University,21.310306,-157.859645,Private
Hazelden Betty Ford Graduate School of Addiction Studies,45.377896,-92.796687,Private
Hebrew College,42.3264,-71.190525,Private
Hebrew Theological College,42.011055,-87.761119,Private
Hebrew Union College-Jewish Institute of Religion,40.728938,-73.994499,Private
Heidelberg University,41.114337,-83.166581,Private
Helene Fuld College of Nursing,40.802495,-73.943356,Private
Hellenic College-Holy Cross Greek Orthodox School of Theology,42.317018,-71.129418,Private
Henderson State University,34.127792,-93.060313,Public
Hendrix College,35.09972,-92.442021,Private
Henry Ford College,42.324577,-83.238409,Public
Heritage Bible College,35.268445,-78.613355,Private
Heritage Christian University,34.859089,-87.662062,Private
Heritage University,46.374571,-120.395287,Private
Herzing University-Akron,41.02817,-81.493109,For-Profit
Herzing University-Atlanta,33.846627,-84.362635,For-Profit
Herzing University-Birmingham,33.468105,-86.832299,For-Profit
Herzing University-Brookfield,43.027347,-88.115656,For-Profit
Herzing University-Kenner,30.00147,-90.240691,For-Profit
Herzing University-Kenosha,42.60328,-87.857441,For-Profit
Herzing University-Madison,43.143622,-89.291617,For-Profit
Herzing University-Minneapolis,45.056273,-93.366498000000007,For-Profit
Herzing University-Toledo,41.639266,-83.665453,For-Profit
Herzing University-Winter Park,28.61577,-81.312311,For-Profit
Hesston College,38.134487,-97.433266,Private
Hickey College,38.7086,-90.407591,For-Profit
High Point University,35.972035,-79.994675,Private
High Tech High Graduate School of Education,32.732001,-117.217661,Private
Highline College,47.388331,-122.302593,Public
Hilbert College,42.75505,-78.82029,Private
Hillsdale College,41.933682,-84.633195,Private
Hiram College,41.3107,-81.143981,Private
Hiwassee College,35.557691,-84.364631,Private
Hobart William Smith Colleges,42.858131,-76.985516,Private
Hobe Sound Bible College,27.066473,-80.132413,Private
Hodges University,26.277222,-81.741241,Private
Hofstra University,40.715959,-73.60078,Private
Hollins University,37.354201,-79.943277,Private
Holy Apostles College and Seminary,41.60682,-72.647853,Private
Holy Cross College,41.698996,-86.253822,Private
Holy Family University,40.060414,-74.990365,Private
Holy Names University,37.802654,-122.18717,Private
Homestead Schools,33.808573,-118.350152,Private
Hondros College of Nursing,40.084407,-82.901039,For-Profit
Hood College,39.421908,-77.419282,Private
Hood Theological Seminary,35.644603,-80.480643,Private
Hope College,42.788052,-86.105376,Private
Hope College of Arts and Sciences,26.226156,-80.139671,For-Profit
Hope International University,33.87616,-117.88573,Private
Horizon University,32.81583,-117.181294,Private
Houghton College,42.426841,-78.156882,Private
Houston Baptist University,29.694414,-95.515978,Private
Houston Graduate School of Theology,29.673594,-95.448846,Private
Howard Payne University,31.716345,-98.984956,Private
Howard University,38.920739,-77.019478,Private
Hult International Business School,42.369968,-71.070645,Private
Humboldt State University,40.8741,-124.0814,Public
Humphreys University-Stockton and Modesto Campuses,38.011051,-121.316401,Private
Huntingdon College,32.350939,-86.285313,Private
Huntington College of Health Sciences,36.02788,-83.993531,For-Profit
Huntington University,40.89907,-85.499624,Private
Huntsville Bible College,34.750363,-86.594888,Private
Hussian College School of Art,39.952851,-75.147292,For-Profit
Hussian College-Relativity Campus California,34.054877,-118.26069,For-Profit
Husson University,44.829002,-68.791476,Private
Huston-Tillotson University,30.264672,-97.721698,Private
Icahn School of Medicine at Mount Sinai,40.789801,-73.953445,Private
Idaho State University,42.864108,-112.429084,Public
IGlobal University,38.915226,-77.227315,For-Profit
Iliff School of Theology,39.675927,-104.960657,Private
Illinois College,39.730827,-90.246256,Private
Illinois College of Optometry,41.835447,-87.623016,Private
Illinois Institute of Technology,41.8313,-87.627321,Private
Illinois State University,40.509403,-88.990058,Public
Illinois Wesleyan University,40.491522,-88.990622,Private
Immaculata University,40.027981,-75.570711,Private
Independence University,41.232785,-112.011508,Private
Indian River State College,27.423121,-80.35785,Public
Indiana Institute of Technology,41.078338,-85.11795,Private
Indiana State University,39.46873,-87.407085,Public
Indiana University of Pennsylvania-Main Campus,40.615589,-79.159869,Public
Indiana University-Bloomington,39.166383,-86.526904,Public
Indiana University-East,39.867099,-84.886187,Public
Indiana University-Kokomo,40.460062,-86.132048,Public
Indiana University-Northwest,41.556723,-87.338457,Public
Indiana University-Purdue University-Fort Wayne,41.115418,-85.111747,Public
Indiana University-Purdue University-Indianapolis,39.772948,-86.172217,Public
Indiana University-South Bend,41.665324,-86.221991,Public
Indiana University-Southeast,38.342992,-85.819376,Public
Indiana Wesleyan University-Marion,40.517937,-85.667503,Private
Indiana Wesleyan University-National and Global,40.5112,-85.677881,Private
Institute for Clinical Social Work,41.87635,-87.627181,Private
Institute for Doctoral Studies in the Visual Arts,43.65405,-70.272161,Private
Institute of American Indian and Alaska Native Culture and Arts Development,35.586563,-106.010015,Public
Institute of Clinical Acupuncture & Oriental Med,21.313924,-157.860879,For-Profit
Institute of Production and Recording,44.982063,-93.272011,For-Profit
Institute of Taoist Education and Acupuncture,39.987278,-105.138528,Private
Institute of World Politics,38.910537,-77.036112,Private
Interdenominational Theological Center,33.752338,-84.409207,Private
Interior Designers Institute,33.641393,-117.865722,For-Profit
International Academy of Design and Technology-Sacramento,38.655362,-121.520835,For-Profit
International Academy of Design and Technology-Troy,42.55061,-83.118548,For-Profit
International Baptist College and Seminary,33.273788,-111.879629,Private
International Business College-Fort Wayne,41.035246,-85.25934,For-Profit
International Institute for Restorative Practices,40.62154,-75.381582,Private
International Technological University,37.38881,-121.930991,Private
Iona College,40.927107,-73.785635,Private
Iowa State University,42.026212,-93.648504,Public
Iowa Wesleyan University,40.973689,-91.552588,Private
Irell & Manella Graduate School of Biological Sciences at City of Hope,34.129048,-117.972791,Private
Ithaca College,42.422154,-76.494136,Private
ITT Technical Institute-Akron,41.134259,-81.624265,For-Profit
ITT Technical Institute-Albuquerque,35.164904,-106.59258,For-Profit
ITT Technical Institute-Arlington,32.760196,-97.106932,For-Profit
ITT Technical Institute-Arlington Heights,42.14431,-88.005281,For-Profit
ITT Technical Institute-Arnold,38.408913,-90.386702,For-Profit
ITT Technical Institute-Atlanta,33.612805,-84.405232,For-Profit
ITT Technical Institute-Aurora,39.67624,-104.826191,For-Profit
ITT Technical Institute-Austin,30.322895,-97.698972,For-Profit
ITT Technical Institute-Baton Rouge,30.36585,-91.024815,For-Profit
ITT Technical Institute-Bessemer,33.33934,-86.915593,For-Profit
ITT Technical Institute-Boise,43.660091,-116.335509,For-Profit
ITT Technical Institute-Brooklyn Center,45.067002,-93.301816,For-Profit
ITT Technical Institute-Canton,42.293021,-83.44678,For-Profit
ITT Technical Institute-Chantilly,38.891108,-77.448915,For-Profit
ITT Technical Institute-Charlotte North,35.338374,-80.764873,For-Profit
ITT Technical Institute-Charlotte South,35.182074,-80.921103,For-Profit
ITT Technical Institute-Chattanooga,35.009886,-85.215739,For-Profit
ITT Technical Institute-Clive,41.608591,-93.77778,For-Profit
ITT Technical Institute-Clovis,36.836556,-119.701347,For-Profit
ITT Technical Institute-Columbia,34.03282,-81.104851,For-Profit
ITT Technical Institute-Columbus,39.934326,-82.869711,For-Profit
ITT Technical Institute-Concord,37.975746,-122.054354,For-Profit
ITT Technical Institute-Cordova,35.18061,-89.821499,For-Profit
ITT Technical Institute-Corona,33.819,-117.50849,For-Profit
ITT Technical Institute-Dayton,39.834551,-84.184899,For-Profit
ITT Technical Institute-Dearborn,42.303497,-83.262764,For-Profit
ITT Technical Institute-DeSoto,32.59176,-96.878011,For-Profit
ITT Technical Institute-Douglasville,33.717067,-84.771961,For-Profit
ITT Technical Institute-Duluth,34.042875,-84.176526,For-Profit
ITT Technical Institute-Durham,35.91832,-78.843481,For-Profit
ITT Technical Institute-Earth City,38.757955,-90.461159,For-Profit
ITT Technical Institute-Eden Prairie,44.860539,-93.403306,For-Profit
ITT Technical Institute-Everett,47.929947,-122.258707,For-Profit
ITT Technical Institute-Fort Lauderdale,26.078931999999998,-80.252324,For-Profit
ITT Technical Institute-Fort Myers,26.545586,-81.809846,For-Profit
ITT Technical Institute-Fort Wayne,41.170328,-85.106441,For-Profit
ITT Technical Institute-Green Bay,44.553214,-88.105985,For-Profit
ITT Technical Institute-Greenfield,42.960006,-87.993353,For-Profit
ITT Technical Institute-Greenville,34.83592,-82.29693,For-Profit
ITT Technical Institute-Hanover,39.171591,-76.72722,For-Profit
ITT Technical Institute-Henderson,36.025989,-115.090344,For-Profit
ITT Technical Institute-Hialeah,25.94018,-80.296001,For-Profit
ITT Technical Institute-High Point,36.051087,-79.95817,For-Profit
ITT Technical Institute-Hilliard,40.030759,-83.121729,For-Profit
ITT Technical Institute-Houston North,29.994458,-95.426431,For-Profit
ITT Technical Institute-Houston West,29.734106,-95.539917,For-Profit
ITT Technical Institute-Indianapolis,39.924786,-86.223038,For-Profit
ITT Technical Institute-Indianapolis East,39.80375,-86.044431,For-Profit
ITT Technical Institute-Jacksonville,30.249083,-81.581776,For-Profit
ITT Technical Institute-Johnson City,36.38137,-82.430081,For-Profit
ITT Technical Institute-Kansas City,39.04798,-94.474973,For-Profit
ITT Technical Institute-Kennesaw,34.046745,-84.611568,For-Profit
ITT Technical Institute-Knoxville,35.92112,-84.088641,For-Profit
ITT Technical Institute-Lake Mary,28.750041,-81.366513,For-Profit
ITT Technical Institute-Las Vegas,36.216903,-115.190116,For-Profit
ITT Technical Institute-Lathrop,37.809422,-121.294377,For-Profit
ITT Technical Institute-Lexington,38.008552,-84.431147,For-Profit
ITT Technical Institute-Little Rock,34.749187,-92.394788,For-Profit
ITT Technical Institute-Louisville,38.18129,-85.816141,For-Profit
ITT Technical Institute-Madison,43.036277,-89.380335,For-Profit
ITT Technical Institute-Madison,34.673838,-86.761493,For-Profit
ITT Technical Institute-Maumee,41.611157,-83.689131,For-Profit
ITT Technical Institute-Merrillville,41.46431,-87.326931,For-Profit
ITT Technical Institute-Mobile,30.668032,-88.119728,For-Profit
ITT Technical Institute-Murray,40.674978,-111.917405,For-Profit
ITT Technical Institute-Myrtle Beach,33.77509,-78.792551,For-Profit
ITT Technical Institute-Nashville,36.147005,-86.663047,For-Profit
ITT Technical Institute-National City,32.661559,-117.106069,For-Profit
ITT Technical Institute-Newburgh,37.979811,-87.449341,For-Profit
ITT Technical Institute-Norfolk,36.880063,-76.218508,For-Profit
ITT Technical Institute-North Charleston,32.90049,-80.027451,For-Profit
ITT Technical Institute-Norwood,39.166116,-84.450673,For-Profit
ITT Technical Institute-Norwood,42.200054,-71.188334,For-Profit
ITT Technical Institute-Oak Brook,41.84571,-87.940921,For-Profit
ITT Technical Institute-Oakland,37.804013,-122.273956,For-Profit
ITT Technical Institute-Oklahoma City,35.522152,-97.545276,For-Profit
ITT Technical Institute-Omaha,41.270063,-96.074801,For-Profit
ITT Technical Institute-Orange,33.779746,-117.89621,For-Profit
ITT Technical Institute-Orland Park,41.55342,-87.899751,For-Profit
ITT Technical Institute-Orlando,28.75003,-81.366621,For-Profit
ITT Technical Institute-Overland Park,38.91518,-94.674311,For-Profit
ITT Technical Institute-Owings Mills,39.429896,-76.812747,For-Profit
ITT Technical Institute-Oxnard,34.221029,-119.145955,For-Profit
ITT Technical Institute-Pensacola,30.496211,-87.190603,For-Profit
ITT Technical Institute-Phoenix,33.578884,-112.11512,For-Profit
ITT Technical Institute-Phoenix West,33.46768,-112.264919,For-Profit
ITT Technical Institute-Portland,45.575369,-122.565544,For-Profit
ITT Technical Institute-Rancho Cordova,38.59172,-121.281506,For-Profit
ITT Technical Institute-Richardson,32.979759,-96.757217,For-Profit
ITT Technical Institute-Richmond,37.49916,-77.557388,For-Profit
ITT Technical Institute-Saint Rose,29.981145,-90.281227,For-Profit
ITT Technical Institute-Salem,44.885454,-123.034042,For-Profit
ITT Technical Institute-Salem,37.266333,-80.019717,For-Profit
ITT Technical Institute-San Antonio,29.553413,-98.593432,For-Profit
ITT Technical Institute-San Antonio East,29.51746,-98.407731,For-Profit
ITT Technical Institute-San Bernardino,34.070068,-117.270676,For-Profit
ITT Technical Institute-San Dimas,34.102405,-117.818401,For-Profit
ITT Technical Institute-Seattle,47.488594,-122.275242,For-Profit
ITT Technical Institute-South Bend,41.711631,-86.20392,For-Profit
ITT Technical Institute-Southfield,42.483764,-83.259807,For-Profit
ITT Technical Institute-Spokane Valley,47.675302,-117.222213,For-Profit
ITT Technical Institute-Springfield,37.154882,-93.275957,For-Profit
ITT Technical Institute-Springfield,38.74057,-77.199304,For-Profit
ITT Technical Institute-Springfield,39.76727,-89.703621,For-Profit
ITT Technical Institute-St Petersburg,27.9828,-82.547471,For-Profit
ITT Technical Institute-Strongsville,41.350075,-81.807292,For-Profit
ITT Technical Institute-Swartz Creek,42.96569,-83.801977,For-Profit
ITT Technical Institute-Sylmar,34.299474,-118.474121,For-Profit
ITT Technical Institute-Tallahassee,30.477577,-84.295774,For-Profit
ITT Technical Institute-Tampa,27.982417,-82.547618,For-Profit
ITT Technical Institute-Tempe,33.380355,-111.969169,For-Profit
ITT Technical Institute-Torrance,33.85967,-118.323701,For-Profit
ITT Technical Institute-Troy,42.562582,-83.117242,For-Profit
ITT Technical Institute-Tucson,32.297261,-110.997501,For-Profit
ITT Technical Institute-Tulsa,36.09958,-95.838251,For-Profit
ITT Technical Institute-Waco,31.51218,-97.139031,For-Profit
ITT Technical Institute-Warrensville Heights,41.437321,-81.503628,For-Profit
ITT Technical Institute-Webster,29.525114,-95.121314,For-Profit
ITT Technical Institute-West Chester,39.372206,-84.3888,For-Profit
ITT Technical Institute-West Palm Beach,26.70219,-80.085981,For-Profit
ITT Technical Institute-Westminster,39.85278,-105.049091,For-Profit
ITT Technical Institute-Wichita,37.74166,-97.242461,For-Profit
ITT Technical Institute-Wilmington,42.5875,-71.158041,For-Profit
ITT Technical Institute-Wyoming,42.854784,-85.714524,For-Profit
ITT Technical Institute-Youngstown,41.123072,-80.710464,For-Profit
Jackson College,42.16483,-84.403942,Public
Jackson State University,32.296781,-90.20663,Public
Jacksonville State University,33.822938,-85.765321,Public
Jacksonville University,30.350349,-81.60706,Private
James Madison University,38.436311,-78.870484,Public
Jamestown Business College,42.095118,-79.249373,For-Profit
Jarvis Christian College,32.587942,-95.181513,Private
Jefferson College of Health Sciences,37.265985,-79.939574,Private
Jewish Theological Seminary of America,40.811959,-73.960287,Private
John Brown University,36.189812,-94.560283,Private
John Carroll University,41.491321,-81.531338,Private
John F. Kennedy University,37.956616,-122.054761,Private
John Paul the Great Catholic University,33.12085,-117.082401,Private
John Wesley University,35.994259,-79.998419,Private
Johns Hopkins University,39.328977,-76.621595,Private
Johnson & Wales University-Charlotte,35.233502,-80.851208,Private
Johnson & Wales University-Denver,39.746101,-104.906281,Private
Johnson & Wales University-North Miami,25.894337,-80.164797,Private
Johnson & Wales University-Online,41.819956,-71.41277,Private
Johnson & Wales University-Providence,41.819956,-71.41277,Private
Johnson C Smith University,35.243384,-80.854842,Private
Johnson State College,44.641736,-72.671154,Public
Johnson University,35.937152,-83.750336,Private
Johnson University Florida,28.301869,-81.362512,Private
Jones College-Jacksonville,30.328002,-81.610068,Private
Jose Maria Vargas University,26.009656,-80.281548,For-Profit
Judson College,32.630526,-87.316127,Private
Judson University,42.05896,-88.289708,Private
Jung Tao School of Classical Chinese Medicine,36.26276,-81.784711,Private
Juniata College,40.499511,-78.015204,Private
Kalamazoo College,42.290382,-85.601317,Private
Kansas Christian College,38.994848,-94.666878,Private
Kansas City Art Institute,39.046353,-94.583594,Private
Kansas City University of Medicine and Biosciences,39.107553,-94.561374,Private
Kansas State University,39.188648,-96.581077,Public
Kansas Wesleyan University,38.813923,-97.609476,Private
Kaplan University-Augusta Campus,44.340912,-69.789786,For-Profit
Kaplan University-Cedar Falls Campus,42.474593,-92.448419,For-Profit
Kaplan University-Cedar Rapids Campus,41.949597,-91.713507,For-Profit
Kaplan University-Davenport Campus,41.555024,-90.550682,For-Profit
Kaplan University-Des Moines Campus,41.645171,-93.778426,For-Profit
Kaplan University-Hagerstown Campus,39.672993,-77.722485,For-Profit
Kaplan University-Indianapolis,39.91844,-86.109501,For-Profit
Kaplan University-Lincoln Campus,40.808915,-96.694181,For-Profit
Kaplan University-Maine Campus,43.638956,-70.323915,For-Profit
Kaplan University-Mason City Campus,43.149615,-93.238946,For-Profit
Kaplan University-Milwaukee,43.038608,-87.913354,For-Profit
Kaplan University-Omaha Campus,41.309515,-96.072772,For-Profit
Kean University,40.679429,-74.234668,Public
Keck Graduate Institute,34.093329,-117.72351,Private
Keene State College,42.925999,-72.281433,Public
Kehilath Yakov Rabbinical Seminary,41.220521,-73.814887,Private
Keiser University-Ft Lauderdale,26.185869,-80.163959,Private
Kendall College,41.898756,-87.648936,For-Profit
Kennesaw State University,34.038807,-84.583052,Public
Kenrick Glennon Seminary,38.584608,-90.324024,Private
Kent State University at Ashtabula,41.888855,-80.8309,Public
Kent State University at East Liverpool,40.617264,-80.576918,Public
Kent State University at Geauga,41.483727,-81.143085,Public
Kent State University at Kent,41.146653,-81.342533,Public
Kent State University at Salem,40.86408,-80.835458,Public
