name,lat,lng,sector_label
Minneapolis College of Art and Design,44.956988,-93.274694,Private
Minneapolis Media Institute,44.866035,-93.331452,For-Profit
Minnesota School of Business-Blaine,45.160645,-93.168177,For-Profit
Minnesota School of Business-Brooklyn Center,45.062699,-93.311831,For-Profit
Minnesota School of Business-Elk River,45.320025,-93.560521,For-Profit
Minnesota School of Business-Lakeville,44.69162,-93.287461,For-Profit
Minnesota School of Business-Moorhead,46.848594,-96.72303,For-Profit
Minnesota School of Business-Plymouth,44.994699,-93.501957,For-Profit
Minnesota School of Business-Richfield,44.865436,-93.297366,For-Profit
Minnesota School of Business-Rochester,44.071382,-92.499491,For-Profit
Minnesota School of Business-Waite Park,45.55019,-94.23168,For-Profit
Minnesota State University Moorhead,46.866482,-96.763376,Public
Minnesota State University-Mankato,44.146712,-93.99945,Public
Minot State University,48.246877,-101.300624,Public
Mirrer Yeshiva Cent Institute,40.605043,-73.966049,Private
Misericordia University,41.344765,-75.971016,Private
Mississippi College,32.335515,-90.329821,Private
Mississippi State University,33.454852,-88.790139,Public
Mississippi University for Women,33.493305,-88.418601,Public
Mississippi Valley State University,33.514142,-90.341274,Public
Missouri Baptist University,38.642017,-90.462606,Private
Missouri College,38.626527,-90.336949,For-Profit
Missouri Southern State University,37.095722,-94.460893,Public
Missouri State University-Springfield,37.197983,-93.276821,Public
Missouri University of Science and Technology,37.953426,-91.775583,Public
Missouri Valley College,39.108655,-93.190236,Private
Missouri Western State University,39.7575,-94.785643,Public
Mitchell College,41.328013,-72.09523,Private
Mitchell Hamline School of Law,44.942092,-93.137709,Private
Modesto Junior College,37.652042,-121.009723,Public
Molloy College,40.68597,-73.626278,Private
Monmouth College,40.91459,-90.637909,Private
Monmouth University,40.280066,-74.006447,Private
Monroe College,40.864459,-73.900215,For-Profit
Montana Bible College,45.655524,-111.064143,Private
Montana State University,45.666726,-111.048812,Public
Montana State University-Billings,45.796896,-108.523009,Public
Montana State University-Northern,48.541054,-109.686457,Public
Montana Tech of the University of Montana,46.012164,-112.557,Public
Montclair State University,40.859233,-74.199455,Public
Montessori Education Center of the Rockies,40.019673,-105.241331,Private
Montessori Institute of Milwaukee,43.02474,-87.915721,Private
Montreat College,35.645844,-82.297522,Private
Montserrat College of Art,42.550416,-70.876419,Private
Moody Bible Institute,41.897822,-87.633459,Private
Moore College of Art and Design,39.957078,-75.172105,Private
Moravian College,40.630888,-75.380979,Private
Morehead State University,38.186768,-83.434021,Public
Morehouse College,33.74793,-84.415156,Private
Morehouse School of Medicine,33.742888,-84.41186,Private
Morgan State University,39.344235,-76.584238,Public
Morningside College,42.47324,-96.360738,Private
Morris College,33.938707,-80.346346,Private
Morrisville State College,42.893962,-75.640583,Public
Morthland College,37.896817,-88.92652,Private
Mount Aloysius College,40.459948,-78.601358,Private
Mount Angel Seminary,45.057871,-122.775405,Private
Mount Carmel College of Nursing,39.957008,-83.021152,Private
Mount Holyoke College,42.257588,-72.573625,Private
Mount Ida College,42.293525,-71.193175,Private
Mount Marty College,42.874475,-97.409904,Private
Mount Mary University,43.072303,-88.030594,Private
Mount Mercy University,42.001931,-91.650991,Private
Mount Saint Joseph University,39.094519,-84.640143,Private
Mount Saint Mary College,41.511212,-74.012906,Private
Mount Saint Mary's University,34.082112,-118.480471,Private
Mount St Mary's University,39.680632,-77.35222,Private
Mount Vernon Nazarene University,40.373859,-82.474667,Private
Mount Washington College,42.971142,-71.469599,For-Profit
Mt Sierra College,34.142704,-117.987321,For-Profit
Muhlenberg College,40.596416,-75.508501999999993,Private
Multnomah University,45.527139,-122.575557,Private
Murray State University,36.612419,-88.323629,Public
Musicians Institute,34.101265,-118.337582,For-Profit
Muskingum University,39.996635,-81.737192,Private
Naropa University,40.014235,-105.266987,Private
Nashotah House,43.082193,-88.423743,Private
National American University-Albuquerque,35.101938,-106.591249,For-Profit
National American University-Albuquerque West,35.199884,-106.653498,For-Profit
National American University-Austin,30.43869,-97.697651,For-Profit
National American University-Austin South,30.208514,-97.816412,For-Profit
National American University-Bellevue,41.141522,-95.967384,For-Profit
National American University-Bloomington,44.861375,-93.228669,For-Profit
National American University-Brooklyn Center,45.067311,-93.307619,For-Profit
National American University-Burnsville,44.773371,-93.28605,For-Profit
National American University-Centennial,39.56707,-104.960121,For-Profit
National American University-Colorado Springs,38.95207,-104.790551,For-Profit
National American University-Colorado Springs South,38.8475,-104.722011,For-Profit
National American University-Denver,39.691953,-104.941649,For-Profit
National American University-Ellsworth AFB Extension,44.140362,-103.079296,For-Profit
National American University-Georgetown,30.63086,-97.695581,For-Profit
National American University-Harold D. Buckingham Graduate School,30.35133,-97.752171,For-Profit
National American University-Houston,29.78322,-95.593021,For-Profit
National American University-Independence,39.051637,-94.359588,For-Profit
National American University-Indianapolis,39.92198,-86.222601,For-Profit
National American University-Lee's Summit,38.919788,-94.402645,For-Profit
National American University-Lewisville,32.992384,-96.978279,For-Profit
National American University-Mesquite,32.80385,-96.625431,For-Profit
National American University-Overland Park,38.941076,-94.703896,For-Profit
National American University-Rapid City,44.03152,-103.250223,For-Profit
National American University-Richardson,32.95517,-96.768511,For-Profit
National American University-Rochester,44.064095,-92.496177,For-Profit
National American University-Roseville,45.009443,-93.162659,For-Profit
National American University-Sioux Falls,43.495677,-96.789651,For-Profit
National American University-Tigard,45.422511,-122.745738,For-Profit
National American University-Tulsa,36.0469,-95.905061,For-Profit
National American University-Weldon Spring,38.728593,-90.645514,For-Profit
National American University-Westwood Teach-Out Site,39.72132,-104.822831,For-Profit
National American University-Wichita,37.722498,-97.251731,For-Profit
National American University-Wichita West,37.70923,-97.440061,For-Profit
National American University-Zona Rosa,39.251758,-94.666532,For-Profit
National Graduate School of Quality Management,41.561834,-70.613737,Private
National Louis University,41.879826,-87.624805,Private
National Paralegal College,33.53065,-112.064141,For-Profit
National University,32.909469,-117.244243,Private
National University of Health Sciences,41.861919,-88.013153,Private
National University of Natural Medicine,45.501565,-122.678378,Private
Navajo Technical University,35.687431,-108.149392,Public
Naval Postgraduate School,36.597159,-121.874248,Public
Nazarene Bible College,38.814124,-104.751124,Private
Nazarene Theological Seminary,39.01078,-94.566459,Private
Nazareth College,43.101576,-77.518579,Private
Nebraska Christian College of Hope International University,41.12314,-96.09437,Private
Nebraska Methodist College of Nursing & Allied Health,41.265973,-96.048511,Private
Nebraska Wesleyan University,40.838789,-96.648414,Private
Ner Israel Rabbinical College,39.387771,-76.751799,Private
Neumann University,39.874876,-75.440022,Private
Neumont University,40.766096,-111.890573,For-Profit
Nevada State College,35.987249,-114.938929,Public
New Brunswick Theological Seminary,40.501314,-74.449368,Private
New College of Florida,27.384925,-82.55858,Public
New England College,43.177005,-71.822928,Private
New England College of Business and Finance,42.353619,-71.056671,For-Profit
New England College of Optometry,42.351656,-71.086521,Private
New England Culinary Institute,44.26119,-72.575081,For-Profit
New England Institute of Technology,41.661783,-71.502892,Private
New England Law-Boston,42.350833,-71.0665,Private
New England School of Acupuncture,42.263957,-71.800808,Private
New Hampshire Institute of Art,42.992752,-71.458838,Private
New Hope Christian College-Eugene,44.033123,-123.153724,Private
New Jersey City University,40.709937,-74.08727,Public
New Jersey Institute of Technology,40.741997,-74.177113,Public
New Mexico Highlands University,35.596233,-105.219197,Public
New Mexico Institute of Mining and Technology,34.066035,-106.907491,Public
New Mexico State University-Main Campus,32.281568,-106.752069,Public
New Orleans Baptist Theological Seminary,30.005105,-90.043929,Private
New Saint Andrews College,46.731991,-117.001732,Private
New York Academy of Art,40.718388,-74.006019,Private
New York Chiropractic College,42.91173,-76.756232,Private
New York College of Health Professions,40.807605,-73.517755,Private
New York College of Podiatric Medicine,40.804899,-73.940306,Private
New York College of Traditional Chinese Medicine,40.73945,-73.638911,Private
New York Film Academy,34.152076,-118.335567,For-Profit
New York Institute of Technology,40.812447,-73.6078,Private
New York Law School,40.717393,-74.006394,Private
New York Medical College,41.085031,-73.810042,Private
New York School of Interior Design,40.768615,-73.962404,Private
New York Theological Seminary,40.810869,-73.963793,Private
New York University,40.729452,-73.997264,Private
Newberry College,34.285868,-81.619777,Private
Newbury College,42.331032,-71.142082,Private
Newman University,37.672643,-97.37768,Private
Newschool of Architecture and Design,32.71331,-117.153305,For-Profit
Niagara University,43.137279,-79.036689,Private
Nicholls State University,29.794486,-90.801571,Public
Nichols College,42.044033,-71.930283,Private
Nightingale College,41.18791,-111.950461,For-Profit
Norfolk State University,36.848262,-76.26393,Public
North American University,29.646303,-95.588338,Private
North Carolina A & T State University,36.076737,-79.770152,Public
North Carolina Central University,35.974237,-78.898602,Public
North Carolina State University at Raleigh,35.785111,-78.674517,Public
North Carolina Wesleyan College,36.017443,-77.774231,Private
North Central College,41.775304,-88.143649,Private
North Central University,44.969389,-93.261429,Private
North Dakota State University-Main Campus,46.893127,-96.800838,Public
North Greenville University,35.069758,-82.37026,Private
North Park University,41.9751,-87.709142,Private
North Seattle College,47.69976,-122.33495,Public
Northcentral University,32.73667,-117.214911,For-Profit
Northeast Catholic College,43.314908,-71.834444,Private
Northeast Ohio Medical University,41.102919,-81.245302,Public
Northeastern Illinois University,41.980567,-87.72013,Public
Northeastern Seminary,43.12625,-77.797762,Private
Northeastern State University,35.920499,-94.968528,Public
Northeastern University,42.339992,-71.088782,Private
Northeastern University Professional Advancement Network,42.33887,-71.088391,Private
Northern Arizona University,35.188449,-111.653724,Public
Northern Baptist Theological Seminary,41.840512,-87.99844,Private
Northern Illinois University,41.933869,-88.766428,Public
Northern Kentucky University,39.029714,-84.463483,Public
Northern Michigan University,46.558037,-87.403857,Public
Northern New Mexico College,36.004073,-106.084395,Public
Northern State University,45.452555,-98.4837,Public
Northland College,46.578983,-90.874991,Private
Northpoint Bible College,42.765366,-71.079336,Private
NorthShore University HealthSystem School of Nurse Anesthesia,42.065549,-87.684445,Private
Northwest Christian University,44.047483,-123.079754,Private
Northwest College of Art & Design,47.710943,-122.604201,For-Profit
Northwest Florida State College,30.537148,-86.475467,Public
Northwest Indian College,48.794131,-122.614656,Public
Northwest Institute of Literary Arts,48.007412,-122.460436,Private
Northwest Missouri State University,40.352706,-94.884341,Public
Northwest Nazarene University,43.562411,-116.565783,Private
Northwest Suburban College,42.05259,-88.004121,Private
Northwest University,47.657945,-122.192763,Private
Northwest University-College of Adult and Professional Studies,47.657502,-122.195774,Private
Northwestern College,42.998955,-96.058382,Private
Northwestern Health Sciences University,44.85097,-93.311218,Private
Northwestern Michigan College,44.767608,-85.581808,Public
Northwestern Oklahoma State University,36.796313,-98.667596,Public
Northwestern Polytechnic University,37.47791,-121.926001,Private
Northwestern State University of Louisiana,31.750666,-93.097797,Public
Northwestern University,42.050356,-87.679858,Private
Northwood University,43.628996,-84.276276,Private
Northwood University-Texas,32.607123,-96.967103,Private
Norwich University,44.139402,-72.660129,Private
Nossi College of Art,36.24334,-86.738521,For-Profit
Notre Dame College,41.506938,-81.516212,Private
Notre Dame de Namur University,37.517501,-122.284618,Private
Notre Dame of Maryland University,39.351307,-76.619701,Private
Notre Dame Seminary Graduate School of Theology,29.958077,-90.114185,Private
Nova Southeastern University,26.079337,-80.24248,Private
Nueta Hidatsa Sahnish College,47.983311,-102.472814,Public
Nyack College,41.086425,-73.931106,Private
O'More College of Design,35.920971,-86.868053,Private
Oak Hills Christian College,47.425836,-94.901701,Private
Oakland City University,38.339606,-87.351611,Private
Oakland University,42.674573,-83.216418,Public
Oakwood University,34.756344,-86.652705,Private
Oberlin College,41.29474,-82.221786,Private
Oblate School of Theology,29.505488,-98.503348,Private
Occidental College,34.126224,-118.210783,Private
Oglala Lakota College,43.366813,-102.240331,Public
Oglethorpe University,33.875939,-84.334756,Private
Ohio Christian University,39.610895,-82.905986,Private
Ohio Dominican University,39.99265,-82.940499,Private
Ohio Northern University,40.7662,-83.827441,Private
Ohio State University-Lima Campus,40.737828,-84.026195,Public
Ohio State University-Main Campus,39.998389,-83.009001,Public
Ohio State University-Mansfield Campus,40.797259,-82.578673,Public
Ohio State University-Marion Campus,40.577779,-83.090597,Public
Ohio State University-Newark Campus,40.068353,-82.447992,Public
Ohio University-Chillicothe Campus,39.328076,-83.00499,Public
Ohio University-Eastern Campus,40.073392,-80.976073,Public
Ohio University-Lancaster Campus,39.738752,-82.586069,Public
Ohio University-Main Campus,39.326798,-82.100985,Public
Ohio University-Southern Campus,38.525115,-82.666894,Public
Ohio University-Zanesville Campus,39.96098,-82.031063,Public
Ohio Valley University,39.312447,-81.537808,Private
Ohio Wesleyan University,40.296912,-83.067912,Private
Ohr Hameir Theological Seminary,41.268725,-73.889793,Private
Oklahoma Baptist University,35.359949,-96.934334,Private
Oklahoma Christian University,35.609042,-97.468312,Private
Oklahoma City University,35.495271,-97.541242,Private
Oklahoma Panhandle State University,36.594518,-101.638488,Public
Oklahoma State University Center for Health Sciences,36.138426,-96.004951,Public
Oklahoma State University Institute of Technology,35.628588,-95.940432,Public
Oklahoma State University-Main Campus,36.123085,-97.069743,Public
Oklahoma State University-Oklahoma City,35.475272,-97.583291,Public
Oklahoma Wesleyan University,36.717752,-95.954124,Private
Old Dominion University,36.886418,-76.30666,Public
Olivet College,42.440908,-84.922864,Private
Olivet Nazarene University,41.155489,-87.873654,Private
Olympic College,47.575093,-122.635751,Public
Oral Roberts University,36.050705,-95.954215,Private
Oregon College of Art and Craft,45.510599,-122.760915,Private
Oregon College of Oriental Medicine,45.524121,-122.671099,Private
Oregon Health & Science University,45.498772,-122.686096,Public
Oregon Institute of Technology,42.257152,-121.785177,Public
Oregon State University,44.56395,-123.274723,Public
Oregon State University-Cascades Campus,44.04297,-121.333481,Public
Otis College of Art and Design,33.956607,-118.416615,Private
Ottawa University-Jeffersonville,38.284402,-85.741171,Private
Ottawa University-Kansas City,38.932055,-94.635461,Private
Ottawa University-Milwaukee,43.02963,-88.115185,Private
Ottawa University-Online,38.602692,-95.263775,Private
Ottawa University-Ottawa,38.602899,-95.263775999999993,Private
Ottawa University-Phoenix,33.57172,-112.113291,Private
Otterbein University,40.125327,-82.936444,Private
Ouachita Baptist University,34.125045,-93.052442,Private
Our Lady of the Lake College,30.40019,-91.110451,Private
Our Lady of the Lake University,29.425611,-98.54395,Private
Oxford Graduate School,35.46908,-85.054581,Private
Ozark Christian College,37.105242,-94.510906,Private
Pace University-New York,40.711014,-74.004719,Private
Pacific College,33.681307,-117.873219,For-Profit
Pacific College of Oriental Medicine-Chicago,41.88653,-87.625631,For-Profit
Pacific College of Oriental Medicine-New York,40.7088,-74.006721,For-Profit
Pacific College of Oriental Medicine-San Diego,32.778022,-117.161027,For-Profit
Pacific Lutheran Theological Seminary,37.898172,-122.260201,Private
Pacific Lutheran University,47.14516,-122.440421,Private
Pacific Northwest College of Art,45.526766,-122.678182,Private
Pacific Northwest University of Health Sciences,46.602872,-120.45598,Private
Pacific Oaks College,34.153382,-118.151323,Private
Pacific Rim Christian University,21.328198,-157.888379,Private
Pacific School of Religion,37.876599,-122.263331,Private
Pacific States University,34.061315,-118.298408,Private
Pacific Union College,38.570585,-122.440308,Private
Pacific University,45.521394,-123.108777,Private
Pacifica Graduate Institute,34.420464,-119.580264,For-Profit
Paier College of Art Inc,41.347714,-72.935048,For-Profit
Paine College,33.469545,-81.993225,Private
Palm Beach Atlantic University,26.7044,-80.05247,Private
Palm Beach State College,26.61256,-80.08653,Public
Palmer College of Chiropractic,41.529021,-90.574607,Private
Palo Alto University,37.383251,-122.186022,Private
Pardee RAND Graduate School,34.009975,-118.49047,Private
Park University,39.189477,-94.677086,Private
Parker University,32.880341,-96.893572,Private
Pasco-Hernando State College,28.2751,-82.646727,Public
Paul Quinn College,32.677195,-96.755864,Private
Paul Smiths College of Arts and Science,44.433965,-74.252675,Private
Payne Theological Seminary,39.715286,-83.884871,Private
Peirce College,39.945483,-75.166332,Private
Peninsula College,48.100618,-123.41248,Public
Pennsylvania Academy of the Fine Arts,39.954736,-75.162718,Private
Pennsylvania College of Art and Design,40.041152,-76.308769,Private
Pennsylvania College of Health Sciences,40.0613,-76.247051,Private
Pennsylvania College of Technology,41.234145,-77.023665,Public
Pennsylvania State University-College of Medicine,40.263635,-76.675608,Public
Pennsylvania State University-Dickinson Law,40.199443,-77.197794,Public
Pennsylvania State University-Main Campus,40.800731999999996,-77.861644,Public
Pennsylvania State University-Penn State Abington,40.11683,-75.109083,Public
Pennsylvania State University-Penn State Altoona,40.540682,-78.409112,Public
Pennsylvania State University-Penn State Beaver,40.678254,-80.296235,Public
Pennsylvania State University-Penn State Berks,40.357987,-75.972141,Public
Pennsylvania State University-Penn State Brandywine,39.928355,-75.447825,Public
Pennsylvania State University-Penn State DuBois,41.126941,-78.751784,Public
Pennsylvania State University-Penn State Erie-Behrend College,42.119433,-79.983773,Public
Pennsylvania State University-Penn State Fayette- Eberly,39.947217,-79.657769,Public
Pennsylvania State University-Penn State Great Valley,40.052845,-75.521311,Public
Pennsylvania State University-Penn State Greater Allegheny,40.345582,-79.827447,Public
Pennsylvania State University-Penn State Harrisburg,40.203766,-76.7423,Public
Pennsylvania State University-Penn State Hazleton,40.983958,-76.031061,Public
Pennsylvania State University-Penn State Lehigh Valley,40.557651,-75.401798,Public
Pennsylvania State University-Penn State Mont Alto,39.842047,-77.542355,Public
Pennsylvania State University-Penn State New Kensington,40.551159,-79.697232,Public
Pennsylvania State University-Penn State Schuylkill,40.640499,-76.166326,Public
Pennsylvania State University-Penn State Shenango,41.234852,-80.508204,Public
Pennsylvania State University-Penn State Wilkes-Barre,41.306003,-76.016599,Public
Pennsylvania State University-Penn State Worthington Scranton,41.440258,-75.620583,Public
Pennsylvania State University-Penn State York,39.952327,-76.702835,Public
Pennsylvania State University-World Campus,40.832783,-77.841594,Public
Pensacola State College,30.480779,-87.200622,Public
Pentecostal Theological Seminary,35.162528,-84.868326,Private
Pepperdine University,34.037786,-118.707077,Private
Peru State College,40.474689,-95.732731,Public
Pfeiffer University,35.484696,-80.283168,Private
Philadelphia College of Osteopathic Medicine,40.006308,-75.214198,Private
Philadelphia University,40.022882,-75.192645,Private
Philander Smith College,34.737131,-92.283015,Private
Phillips Graduate University,34.242,-118.567688,Private
Phillips School of Nursing at Mount Sinai Beth Israel,40.744973,-73.990936,Private
Phillips Theological Seminary,36.167983,-95.868146,Private
Phoenix Institute of Herbal Medicine & Acupuncture,33.52289,-112.068783,For-Profit
Phoenix Seminary,33.480354,-111.990628,Private
Piedmont College,34.56663,-83.543216,Private
Piedmont International University,36.088839,-80.249121,Private
Piedmont International University,36.087962,-80.250153,Private
Pierce College-Fort Steilacoom,47.172082,-122.570935,Public
Pillar College,40.738539,-74.169153,Private
Pima Medical Institute-Tucson,32.250448,-110.921306,For-Profit
Pinchot University,47.600511,-122.331256,Private
Pine Manor College,42.319568,-71.156973,Private
Pioneer Pacific College,45.321099,-122.76826,For-Profit
Pittsburg State University,37.3913,-94.704782,Public
Pittsburgh Theological Seminary,40.46719,-79.9209,Private
Pitzer College,34.103408,-117.705939,Private
Platt College-Aurora,39.660664,-104.854864,For-Profit
Platt College-Los Angeles,34.081813,-118.151838,For-Profit
Platt College-North OKC,35.611128,-97.563751,For-Profit
Platt College-Ontario,34.068595,-117.571744,For-Profit
Platt College-Riverside,33.932923,-117.298365,For-Profit
Platt College-San Diego,32.76373,-117.063483,For-Profit
Platt College-Tulsa,36.107931,-95.907011,For-Profit
Plaza College,40.714894,-73.831155999999993,For-Profit
Plymouth State University,43.757386,-71.691164,Public
Point Loma Nazarene University,32.713295,-117.251204,Private
Point Park University,40.438526,-80.001462,Private
Point University,32.87912,-85.184931,Private
Polk State College,28.030775,-81.712932,Public
Polytechnic University of Puerto Rico-Miami,25.809154,-80.328852,Private
Polytechnic University of Puerto Rico-Orlando,28.55158,-81.253943,Private
Pomona College,34.098298,-117.711944,Private
Pontifical College Josephinum,40.119967,-83.01899,Private
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,38.931427,-76.998806,Private
Pontifical John Paul II Institute for Studies on Marriage and Family,38.932716,-76.997896,Private
Pope St John XXIII National Seminary,42.339408,-71.311059,Private
Portland State University,45.511229,-122.683553,Public
Post University,41.535334,-73.080525,For-Profit
Potomac State College of West Virginia University,39.436935,-78.983175,Public
Prairie View A & M University,30.092425,-95.989475,Public
Pratt Institute-Main,40.691154,-73.962149,Private
Presbyterian College,34.465834,-81.87448,Private
Prescott College,34.5445,-112.476509,Private
Presentation College,45.483339,-98.49129,Private
Presidio Graduate School,37.80026,-122.475292,Private
Princeton Theological Seminary,40.3457,-74.665321,Private
Princeton University,40.348732,-74.659365,Private
Principia College,38.948835,-90.350285,Private
Providence Christian College,34.172467,-118.118842,Private
Providence College,41.842742,-71.437446,Private
Provo College,40.244678,-111.684063,For-Profit
Pueblo Community College,38.263458,-104.636396,Public
Purdue University-Calumet Campus,41.584742,-87.47376,Public
Purdue University-Main Campus,40.428206,-86.914435,Public
Purdue University-North Central Campus,41.583788,-86.89523,Public
Queens University of Charlotte,35.188929,-80.832227,Private
Quincy University,39.939235,-91.387928,Private
Quinnipiac University,41.418915,-72.894117,Private
Rabbi Jacob Joseph School,40.499821,-74.399497,Private
Rabbinical Academy Mesivta Rabbi Chaim Berlin,40.618467,-73.963702,Private
Rabbinical College Beth Shraga,41.114311,-74.072771,Private
Rabbinical College Bobover Yeshiva Bnei Zion,40.63192,-73.98544,Private
Rabbinical College of America,40.811385,-74.502182,Private
Rabbinical College of Ch'san Sofer New York,40.626507,-73.979851,Private
Rabbinical College of Long Island,40.586478,-73.670034,Private
Rabbinical College of Ohr Shimon Yisroel,40.704205,-73.956537,Private
Rabbinical College Ohr Yisroel,40.629707,-73.896524,Private
Rabbinical College Telshe,41.593433,-81.48439,Private
Rabbinical Seminary of America,40.72308,-73.817161,Private
Radford University,37.136914,-80.549731,Public
Ramapo College of New Jersey,41.080942,-74.174086,Public
Randall University,35.300757,-97.491107,Private
Randolph College,37.437429,-79.17079,Private
Randolph-Macon College,37.76043,-77.478416,Private
Ranken Technical College,38.652886,-90.249045,Private
Rasmussen College-Florida,29.140099,-82.197343,For-Profit
Rasmussen College-Illinois,42.267628,-88.998854,For-Profit
Rasmussen College-Kansas,39.056302,-95.751719,For-Profit
Rasmussen College-Minnesota,45.548117,-94.206254,For-Profit
Rasmussen College-North Dakota,46.848362,-96.848715,For-Profit
Rasmussen College-Wisconsin,44.526244,-88.080783,For-Profit
Reconstructionist Rabbinical College,40.086061,-75.151005,Private
Red Rocks Community College,39.720277,-105.150094,Public
Reed College,45.480376,-122.63064,Private
Reformed Presbyterian Theological Seminary,40.447851,-79.897293,Private
Regent University,36.800928999999996,-76.192844,Private
Regis College,42.351105,-71.309126,Private
Regis University,39.78976,-105.031385,Private
Reinhardt University,34.318874,-84.554657,Private
Relay Graduate School of Education,40.740511,-73.993407,Private
Remington College of Nursing Orlando,28.776956,-81.353706,Private
Remington College-Dallas Campus,32.8606,-96.654112,Private
Remington College-Fort Worth Campus,32.775981,-97.213562,Private
Remington College-Heathrow Campus,28.78484,-81.360111,Private
Remington College-Honolulu Campus,21.309273,-157.860023,Private
Remington College-Memphis Campus,35.071403,-89.989881,Private
Remington College-North Houston Campus,29.946669,-95.424917,Private
Remington College-Shreveport Campus,32.403166,-93.793578,Private
Remington College-Tampa Campus,27.983466,-82.385976,Private
Rensselaer Hartford Graduate Center Inc,41.773462,-72.673916,Private
Rensselaer Polytechnic Institute,42.728983,-73.678768,Private
Renton Technical College,47.489206,-122.176303,Public
Research College of Nursing,39.008747,-94.558087,For-Profit
Resurrection University,41.90748,-87.685291,Private
Rhode Island College,41.842415,-71.46556,Public
Rhode Island School of Design,41.825935,-71.407692,Private
Rhodes College,35.154424,-89.989187,Private
Rice University,29.717897,-95.402035,Private
Richmont Graduate University,35.036337,-85.274642,Private
Rider University,40.278796,-74.737833,Private
Ringling College of Art and Design,27.35963,-82.548598,Private
Rio Grande Bible Institute,26.259584,-98.172194,Private
Rio Hondo College,34.019878,-118.033329,Public
Ripon College,43.842383,-88.8426,Private
Rivier University,42.738343,-71.455466,Private
Roanoke College,37.29686,-80.056433,Private
Robert Morris University,40.520415,-80.210468,Private
Robert Morris University Illinois,41.876278,-87.627068,Private
Roberts Wesleyan College,43.126747,-77.798964,Private
Rochester College,42.667521,-83.144959,Private
Rochester Institute of Technology,43.084188,-77.67386,Private
Rockefeller University,40.762927,-73.954912,Private
Rockford University,42.270639,-89.019536,Private
Rockhurst University,39.030843,-94.571249,Private
Rocky Mountain College,45.796765,-108.553899,Private
Rocky Mountain College of Art and Design,39.74332,-105.069911,For-Profit
Rocky Mountain University of Health Professions,40.211724,-111.656188,For-Profit
Rocky Vista University,39.56304,-104.814691,For-Profit
Roger Williams University,41.650214,-71.260374,Private
Roger Williams University School of Law,41.650974,-71.261978,Private
Rogers State University,36.321437,-95.635718,Public
Rollins College,28.591992,-81.348716,Private
Roosevelt University,41.876055,-87.624952,Private
Rosalind Franklin University of Medicine and Science,42.300069,-87.859632,Private
Rose-Hulman Institute of Technology,39.483602,-87.326749,Private
Roseman University of Health Sciences,36.072723,-115.066835,Private
Rosemont College,40.033417,-75.32925,Private
Rowan University,39.709768,-75.117974,Public
Rudolf Steiner College,38.635899,-121.288923,Private
Rush University,41.874911,-87.667498,Private
Rust College,34.776862,-89.446999,Private
Rutgers University-Camden,39.948628,-75.125303,Public
Rutgers University-New Brunswick,40.498769,-74.446251,Public
Rutgers University-Newark,40.741303,-74.175294,Public
Sacred Heart Major Seminary,42.375248,-83.111682,Private
Sacred Heart Seminary and School of Theology,42.910829,-88.04438,Private
Sacred Heart University,41.221548,-73.24461,Private
SAE Expression College,37.847631,-122.2954,For-Profit
Saginaw Valley State University,43.51176,-83.964273,Public
Saint Ambrose University,41.540081,-90.58098,Private
Saint Anselm College,42.986889,-71.503622,Private
Saint Anthony College of Nursing,42.270148,-89.008932,Private
Saint Augustine College,41.972414,-87.662806,Private
Saint Augustine's University,35.785032,-78.621806,Private
Saint Catharine College,37.708921,-85.262307,Private
Saint Charles Borromeo Seminary-Overbrook,39.99133,-75.255675,Private
Saint Cloud State University,45.552418,-94.153,Public
Saint Edward's University,30.229844,-97.75763,Private
Saint Francis Medical Center College of Nursing,40.70028,-89.590993,Private
Saint Francis University,40.502782,-78.638469,Private
Saint John Fisher College,43.116259,-77.513056,Private
Saint John Vianney College Seminary,25.742579,-80.337411,Private
Saint John's Seminary,42.344146,-71.161998,Private
Saint Johns River State College,29.647516,-81.681387,Public
Saint Johns University,45.580075,-94.393621,Private
Saint Joseph Seminary College,30.526778,-90.113621,Private
Saint Joseph's College of Maine,43.82651,-70.483486,Private
Saint Joseph's University,39.994442,-75.238343,Private
Saint Josephs College,40.921348,-87.160278,Private
Saint Leo University,28.336776,-82.257801,Private
Saint Louis Christian College,38.775771,-90.294569,Private
Saint Louis University,38.636516,-90.23343,Private
Saint Luke's College of Health Sciences,39.05216,-94.594501,Private
Saint Martin's University,47.04075,-122.815441,Private
Saint Mary's College,41.707274,-86.256947,Private
Saint Mary's College of California,37.840731,-122.109031,Private
Saint Mary's University of Minnesota,44.045322,-91.696652,Private
Saint Mary-of-the-Woods College,39.508546,-87.463791,Private
Saint Meinrad School of Theology,38.166046,-86.810417,Private
Saint Michael's College,44.494558,-73.167069,Private
Saint Norbert College,44.444651,-88.067301,Private
Saint Paul School of Theology,38.87979,-94.641861,Private
Saint Peter's University,40.727105,-74.071541,Private
Saint Vincent College,40.29252,-79.403702,Private
Saint Vincent de Paul Regional Seminary,26.51582,-80.125707,Private
Saint Vincent Seminary,40.292651,-79.403762,Private
Saint Vladimirs Orthodox Theological Seminary,40.971362,-73.82332,Private
Saint Xavier University,41.707763,-87.713507,Private
Salem College,36.087531,-80.241357,Private
Salem International University,39.288632,-80.571767,For-Profit
Salem State University,42.502879,-70.889321,Public
